2022-02-21 08:54:25.656,17,1493,0,0
2022-02-21 08:54:25.696,458,0,0,
2022-02-21 08:54:25.741,450,0,0,
2022-02-21 08:54:25.787,441,1,0,
2022-02-21 08:54:25.832,430,3,0,
2022-02-21 08:54:25.877,409,7,0,
2022-02-21 08:54:25.922,402,12,0,
2022-02-21 08:54:25.966,393,20,0,
2022-02-21 08:54:26.012,390,28,0,
2022-02-21 08:54:26.057,397,39,0,
2022-02-21 08:54:26.102,340,49,0,
2022-02-21 08:54:26.147,344,60,0,
2022-02-21 08:54:26.191,371,70,0,
2022-02-21 08:54:26.237,388,78,0,
2022-02-21 08:54:26.281,360,84,0,
2022-02-21 08:54:26.327,382,89,0,
2022-02-21 08:54:26.373,379,91,0,
2022-02-21 08:54:26.417,361,91,0,
2022-02-21 08:54:26.458,368,90,0,
2022-02-21 08:54:26.503,371,88,0,
2022-02-21 08:54:26.548,363,85,0,
2022-02-21 08:54:26.593,368,82,0,
2022-02-21 08:54:26.638,375,79,0,
2022-02-21 08:54:26.684,363,77,0,
2022-02-21 08:54:26.728,361,75,0,
2022-02-21 08:54:26.774,365,73,0,
2022-02-21 08:54:26.818,354,73,0,
2022-02-21 08:54:26.864,359,73,0,
2022-02-21 08:54:26.909,362,73,0,
2022-02-21 08:54:26.954,368,74,0,
2022-02-21 08:54:26.999,370,75,0,
2022-02-21 08:54:27.044,374,77,0,
2022-02-21 08:54:27.089,370,77,0,
2022-02-21 08:54:27.134,371,78,0,
2022-02-21 08:54:27.179,376,79,0,
2022-02-21 08:54:27.224,366,80,0,
2022-02-21 08:54:27.270,357,80,0,
2022-02-21 08:54:27.314,355,80,0,
2022-02-21 08:54:27.359,369,80,0,
2022-02-21 08:54:27.405,379,80,0,
2022-02-21 08:54:27.450,361,79,0,
2022-02-21 08:54:27.494,366,79,0,
2022-02-21 08:54:27.540,369,79,0,
2022-02-21 08:54:27.585,381,79,0,
2022-02-21 08:54:27.629,371,79,0,
2022-02-21 08:54:27.675,364,78,0,
2022-02-21 08:54:27.720,368,78,0,
2022-02-21 08:54:27.760,362,79,0,
2022-02-21 08:54:27.806,371,78,0,
2022-02-21 08:54:27.850,362,78,0,
2022-02-21 08:54:27.896,369,78,0,
2022-02-21 08:54:27.941,373,78,0,
2022-02-21 08:54:27.986,387,78,0,
2022-02-21 08:54:28.031,371,79,0,
2022-02-21 08:54:28.075,362,79,0,
2022-02-21 08:54:28.121,372,79,0,
2022-02-21 08:54:28.166,359,79,0,
2022-02-21 08:54:28.211,378,80,0,
2022-02-21 08:54:28.256,359,79,0,
2022-02-21 08:54:28.301,367,79,0,
2022-02-21 08:54:28.346,370,79,0,
2022-02-21 08:54:28.391,368,79,0,
2022-02-21 08:54:28.436,357,79,0,
2022-02-21 08:54:28.481,373,79,0,
2022-02-21 08:54:28.526,369,80,0,
2022-02-21 08:54:28.571,364,79,0,
2022-02-21 08:54:28.616,372,80,0,
2022-02-21 08:54:28.662,361,80,0,
2022-02-21 08:54:28.707,355,79,0,
2022-02-21 08:54:28.752,365,79,0,
2022-02-21 08:54:28.797,371,80,0,
2022-02-21 08:54:28.842,365,79,0,
2022-02-21 08:54:28.887,382,79,0,
2022-02-21 08:54:28.931,363,80,0,
2022-02-21 08:54:28.977,353,80,0,
2022-02-21 08:54:29.018,363,79,0,
2022-02-21 08:54:29.063,371,80,0,
2022-02-21 08:54:29.108,359,79,0,
2022-02-21 08:54:29.153,377,79,0,
2022-02-21 08:54:29.198,370,79,0,
2022-02-21 08:54:29.244,365,79,0,
2022-02-21 08:54:29.288,360,79,0,
2022-02-21 08:54:29.334,376,79,0,
2022-02-21 08:54:29.379,374,79,0,
2022-02-21 08:54:29.423,358,79,0,
2022-02-21 08:54:29.469,367,79,0,
2022-02-21 08:54:29.514,383,80,0,
2022-02-21 08:54:29.559,361,79,0,
2022-02-21 08:54:29.604,361,79,0,
2022-02-21 08:54:29.648,367,79,0,
2022-02-21 08:54:29.694,379,79,0,
2022-02-21 08:54:29.739,366,79,0,
2022-02-21 08:54:29.784,366,79,0,
2022-02-21 08:54:29.829,370,79,0,
2022-02-21 08:54:29.875,362,79,0,
2022-02-21 08:54:29.920,368,79,0,
2022-02-21 08:54:29.964,358,80,0,
2022-02-21 08:54:30.009,357,79,0,
2022-02-21 08:54:30.055,355,79,0,
2022-02-21 08:54:30.099,377,79,0,
2022-02-21 08:54:30.145,365,79,0,
2022-02-21 08:54:30.189,362,79,1,
2022-02-21 08:54:30.234,365,79,1,
2022-02-21 08:54:30.276,370,79,1,
2022-02-21 08:54:30.320,380,79,1,
2022-02-21 08:54:30.365,362,79,1,
2022-02-21 08:54:30.411,350,79,1,
2022-02-21 08:54:30.456,363,80,1,
2022-02-21 08:54:30.501,369,80,1,
2022-02-21 08:54:30.545,361,80,1,
2022-02-21 08:54:30.591,352,80,1,
2022-02-21 08:54:30.636,373,80,1,
2022-02-21 08:54:30.681,384,80,1,
2022-02-21 08:54:30.726,356,79,1,
2022-02-21 08:54:30.771,354,80,1,
2022-02-21 08:54:30.816,365,79,1,
2022-02-21 08:54:30.861,362,79,1,
2022-02-21 08:54:30.906,364,79,1,
2022-02-21 08:54:30.951,374,79,1,
2022-02-21 08:54:30.996,379,79,1,
2022-02-21 08:54:31.041,369,79,1,
2022-02-21 08:54:31.086,357,80,1,
2022-02-21 08:54:31.131,356,80,1,
2022-02-21 08:54:31.176,363,80,1,
2022-02-21 08:54:31.221,361,80,1,
2022-02-21 08:54:31.266,367,80,1,
2022-02-21 08:54:31.311,372,79,1,
2022-02-21 08:54:31.357,382,80,1,
2022-02-21 08:54:31.402,358,80,1,
2022-02-21 08:54:31.446,364,79,1,
2022-02-21 08:54:31.491,363,79,1,
2022-02-21 08:54:31.536,357,79,1,
2022-02-21 08:54:31.578,355,79,1,
2022-02-21 08:54:31.623,366,79,1,
2022-02-21 08:54:31.668,365,79,1,
2022-02-21 08:54:31.713,352,78,1,
2022-02-21 08:54:31.758,365,78,1,
2022-02-21 08:54:31.802,366,78,1,
2022-02-21 08:54:31.847,378,78,1,
2022-02-21 08:54:31.893,375,78,1,
2022-02-21 08:54:31.938,360,78,1,
2022-02-21 08:54:31.983,374,78,1,
2022-02-21 08:54:32.028,363,79,1,
2022-02-21 08:54:32.073,379,79,1,
2022-02-21 08:54:32.119,360,79,1,
2022-02-21 08:54:32.164,377,79,1,
2022-02-21 08:54:32.209,376,80,1,
2022-02-21 08:54:32.254,363,80,1,
2022-02-21 08:54:32.299,371,80,1,
2022-02-21 08:54:32.344,371,80,1,
2022-02-21 08:54:32.389,368,80,1,
2022-02-21 08:54:32.434,360,80,1,
2022-02-21 08:54:32.478,365,80,1,
2022-02-21 08:54:32.525,369,81,1,
2022-02-21 08:54:32.569,376,81,1,
2022-02-21 08:54:32.614,374,81,1,
2022-02-21 08:54:32.659,369,81,1,
2022-02-21 08:54:32.704,365,81,1,
2022-02-21 08:54:32.749,385,81,1,
2022-02-21 08:54:32.794,364,81,1,
2022-02-21 08:54:32.835,364,81,1,
2022-02-21 08:54:32.880,378,81,1,
2022-02-21 08:54:32.926,370,81,1,
2022-02-21 08:54:32.971,371,82,1,
2022-02-21 08:54:33.016,365,82,1,
2022-02-21 08:54:33.061,361,82,1,
2022-02-21 08:54:33.106,378,81,1,
2022-02-21 08:54:33.151,379,82,1,
2022-02-21 08:54:33.196,373,81,1,
2022-02-21 08:54:33.241,370,81,1,
2022-02-21 08:54:33.286,375,81,1,
2022-02-21 08:54:33.331,385,82,1,
2022-02-21 08:54:33.376,359,82,1,
2022-02-21 08:54:33.421,369,81,1,
2022-02-21 08:54:33.466,375,82,1,
2022-02-21 08:54:33.512,355,81,1,
2022-02-21 08:54:33.556,370,81,1,
2022-02-21 08:54:33.601,380,82,1,
2022-02-21 08:54:33.646,377,82,1,
2022-02-21 08:54:33.691,357,82,1,
2022-02-21 08:54:33.736,368,82,1,
2022-02-21 08:54:33.781,377,82,1,
2022-02-21 08:54:33.827,371,82,1,
2022-02-21 08:54:33.872,378,82,1,
2022-02-21 08:54:33.916,361,82,1,
2022-02-21 08:54:33.962,375,82,1,
2022-02-21 08:54:34.007,382,82,1,
2022-02-21 08:54:34.052,373,82,1,
2022-02-21 08:54:34.093,368,82,1,
2022-02-21 08:54:34.138,359,82,1,
2022-02-21 08:54:34.183,368,82,1,
2022-02-21 08:54:34.228,379,83,1,
2022-02-21 08:54:34.273,381,82,1,
2022-02-21 08:54:34.318,374,82,1,
2022-02-21 08:54:34.363,376,82,1,
2022-02-21 08:54:34.408,392,82,1,
2022-02-21 08:54:34.453,374,82,1,
2022-02-21 08:54:34.498,372,83,1,
2022-02-21 08:54:34.543,370,83,1,
2022-02-21 08:54:34.589,377,83,1,
2022-02-21 08:54:34.633,387,83,1,
2022-02-21 08:54:34.678,378,83,1,
2022-02-21 08:54:34.723,374,83,2,
2022-02-21 08:54:34.769,369,82,2,
2022-02-21 08:54:34.814,373,82,2,
2022-02-21 08:54:34.859,370,82,2,
2022-02-21 08:54:34.904,376,83,2,
2022-02-21 08:54:34.948,360,82,2,
2022-02-21 08:54:34.993,383,82,2,
2022-02-21 08:54:35.038,373,83,2,
2022-02-21 08:54:35.084,390,82,2,
2022-02-21 08:54:35.129,381,82,2,
2022-02-21 08:54:35.176,375,82,2,
2022-02-21 08:54:35.219,391,83,2,
2022-02-21 08:54:35.264,378,82,2,
2022-02-21 08:54:35.309,374,82,2,
2022-02-21 08:54:35.354,400,83,2,
2022-02-21 08:54:35.395,374,83,2,
2022-02-21 08:54:35.440,369,83,2,
2022-02-21 08:54:35.485,392,82,2,
2022-02-21 08:54:35.530,368,83,2,
2022-02-21 08:54:35.575,376,82,2,
2022-02-21 08:54:35.620,394,83,2,
2022-02-21 08:54:35.666,382,82,2,
2022-02-21 08:54:35.711,378,83,2,
2022-02-21 08:54:35.756,388,82,2,
2022-02-21 08:54:35.801,377,82,2,
2022-02-21 08:54:35.846,377,83,2,
2022-02-21 08:54:35.891,380,83,2,
2022-02-21 08:54:35.936,371,82,2,
2022-02-21 08:54:35.981,381,83,2,
2022-02-21 08:54:36.025,378,83,2,
2022-02-21 08:54:36.071,380,82,2,
2022-02-21 08:54:36.116,369,83,2,
2022-02-21 08:54:36.161,379,83,2,
2022-02-21 08:54:36.206,379,82,2,
2022-02-21 08:54:36.251,371,83,2,
2022-02-21 08:54:36.297,376,82,2,
2022-02-21 08:54:36.341,378,82,2,
2022-02-21 08:54:36.387,377,82,2,
2022-02-21 08:54:36.431,385,82,2,
2022-02-21 08:54:36.478,375,82,2,
2022-02-21 08:54:36.521,369,83,2,
2022-02-21 08:54:36.567,379,83,2,
2022-02-21 08:54:36.612,372,82,2,
2022-02-21 08:54:36.652,393,83,2,
2022-02-21 08:54:36.698,372,83,2,
2022-02-21 08:54:36.743,361,82,2,
2022-02-21 08:54:36.787,381,82,2,
2022-02-21 08:54:36.833,366,83,2,
2022-02-21 08:54:36.878,383,83,2,
2022-02-21 08:54:36.923,373,82,2,
2022-02-21 08:54:36.968,387,83,2,
2022-02-21 08:54:37.013,375,83,2,
2022-02-21 08:54:37.058,365,83,2,
2022-02-21 08:54:37.103,374,83,2,
2022-02-21 08:54:37.149,379,83,2,
2022-02-21 08:54:37.193,375,83,2,
2022-02-21 08:54:37.238,366,82,2,
2022-02-21 08:54:37.283,395,82,2,
2022-02-21 08:54:37.329,359,83,2,
2022-02-21 08:54:37.374,385,83,2,
2022-02-21 08:54:37.419,380,83,2,
2022-02-21 08:54:37.464,377,82,2,
2022-02-21 08:54:37.508,379,83,2,
2022-02-21 08:54:37.553,370,83,2,
2022-02-21 08:54:37.599,358,83,2,
2022-02-21 08:54:37.644,385,83,2,
2022-02-21 08:54:37.689,363,83,2,
2022-02-21 08:54:37.734,386,83,2,
2022-02-21 08:54:37.779,378,83,2,
2022-02-21 08:54:37.824,376,84,2,
2022-02-21 08:54:37.869,379,83,2,
2022-02-21 08:54:37.910,374,83,2,
2022-02-21 08:54:37.955,374,83,2,
2022-02-21 08:54:38.000,378,83,2,
2022-02-21 08:54:38.045,376,83,2,
2022-02-21 08:54:38.090,377,83,2,
2022-02-21 08:54:38.136,379,83,2,
2022-02-21 08:54:38.181,371,84,2,
2022-02-21 08:54:38.225,386,84,2,
2022-02-21 08:54:38.271,378,83,2,
2022-02-21 08:54:38.315,367,84,2,
2022-02-21 08:54:38.360,369,83,2,
2022-02-21 08:54:38.406,392,83,2,
2022-02-21 08:54:38.451,372,83,2,
2022-02-21 08:54:38.496,385,83,2,
2022-02-21 08:54:38.540,370,83,2,
2022-02-21 08:54:38.586,375,84,2,
2022-02-21 08:54:38.631,375,84,2,
2022-02-21 08:54:38.676,373,84,2,
2022-02-21 08:54:38.721,367,83,2,
2022-02-21 08:54:38.766,381,83,2,
2022-02-21 08:54:38.811,374,84,2,
2022-02-21 08:54:38.856,380,84,2,
2022-02-21 08:54:38.901,370,84,2,
2022-02-21 08:54:38.946,375,84,2,
2022-02-21 08:54:38.992,372,84,2,
2022-02-21 08:54:39.037,383,84,2,
2022-02-21 08:54:39.081,350,84,2,
2022-02-21 08:54:39.126,375,84,2,
2022-02-21 08:54:39.171,382,84,2,
2022-02-21 08:54:39.212,381,84,2,
